남목시티시장,상설장,울산광역시 동구 남목18길 8(동부동),울산광역시 동구 동부동 303-3,28,온누리상품권,Y,,2020-10-15
신정상가시장,상설장,울산광역시 남구 중앙로 241번길 14-1,울산광역시 남구 신정동 634-10,271,온누리상품권+울산페이+제로페이,N,052-274-7388,2020-10-15
㈜신정시장,상설장,울산광역시 남구 월평로47번길 7,울산광역시 남구 신정동 630-1,94,온누리상품권+울산페이+제로페이,N,052-272-2085,2020-10-15
울산번개시장,상설장,울산광역시 남구 신선로 184번길 46-1,울산광역시 남구 야음동 375-55,106,온누리상품권+울산페이+제로페이,N,052-267-4080,2020-10-15
수암상가시장,상설장,울산광역시 남구 수암로 128번길 12,울산광역시 남구 야음동 697-9,86,온누리상품권+울산페이+제로페이,N,052-275-4041,2020-10-15
동울산종합시장,상설장,울산광역시 동구 진성14길 77(전하동),울산광역시 동구 전하동 661-1,112,온누리상품권,Y,052-232-7337,2020-10-15
대송농수산물시장,상설장,울산광역시 동구 대송8길 6(화정동),울산광역시 동구 화정동 171-4,120,온누리상품권,Y,052-252-7344,2020-10-15
전하시장,상설장,울산광역시 동구 녹수7길 32(전하동),울산광역시 동구 전하동 450-32,80,온누리상품권,Y,,2020-10-15
남목시장,상설장,울산광역시 동구 남목17길 9(동부동),울산광역시 동구 동부동 310-2,49,온누리상품권,Y,,2020-10-15
동부시장,상설장,울산광역시 동구 남목17길 16(동부동),울산광역시 동구 동부동 310-15,36,온누리상품권,Y,,2020-10-15
용인중앙시장,상설+오일장,경기도 용인시 처인구 금령로99번길 9,경기도 용인시 처인구 김량장동 133-65번지 일원,535,전통시장 상품권+온누리상품권,Y,031-336-1110,2018-08-20
죽전로데오상점가시장,상설,경기도 용인시 수지구 용구대로 2725-3,경기도 용인시 수지구 죽전동 1003-52번지 일원,100,온누리상품권,Y,031-266-2853,2018-08-20
화천재래시장,상설장,강원도 화천군  화천읍 중앙로 4길 21-7외,강원도 화천군 화천읍 하리 52-9,100,온누리상품권+화천사랑상품권+화천시장상품권,Y,033-442-4013,2018-08-10
구리전통시장,상설장,경기도 구리시 검배로6번길 31,경기도 구리시 수택동 417,281,온누리상품권,Y,031-568-8700,2020-09-15
안면도수산시장,상설장+5일장,충청남도 태안군 안면읍 장터로 104,충청남도 태안군 안면읍 승언리 1249,42,"온누리, 태안사랑상품권",Y,041-673-0136,2019-06-18
백운시장,상설장,서울특별시 도봉구 삼양로154길 42,서울특별시 도봉구 쌍문동 495-9,57,,N,02-903-0678,2019-09-30
방학동도깨비시장,상설장,서울특별시 도봉구 도당로13가길 17,서울특별시 도봉구 방학동 633-15,103,온누리상품권,Y,02-954-1225,2019-09-30
창동신창시장,상설장,서울특별시 도봉구 덕릉로57길 17,서울특별시 도봉구 창동 578-47,76,온누리상품권,N,02-990-0040,2019-09-30
창동골목시장,상설장,서울특별시 도봉구 덕릉로58길 16,서울특별시 도봉구 창동 557-45,60,온누리상품권,N,02-900-4900,2019-09-30
신도봉시장,상설장,서울특별시 도봉구 도당로27길 60,서울특별시 도봉구 도봉동 611,24,,N,02-954-0604,2019-09-30
쌍문시장,상설장,서울특별시 도봉구 도봉로113길 23,서울특별시 도봉구 쌍문동 98-35,103,온누리상품권(일부점포),N,02-997-1255,2019-09-30
특산물전통시장,상설장+5일장,충청남도 태안군 태안읍 시장4길 18,충청남도 태안군 태안읍 동문리 286 일원,136,"온누리, 태안사랑상품권",Y,041-675-8524,2019-06-18
서부시장,상설장+5일장,충청남도 태안군 태안읍 시장2길 32-7,충청남도 태안군 태안읍 남문리 164,182,"온누리, 태안사랑상품권",N,041-672-2151,2019-06-18
통진시장,상설장,경기도 김포시 통진읍 서암로84번길 1,경기도 김포시 통진읍 서암리 730-3,77,온누리상품권,N,031-980-2769,2020-09-10
양곡시장,상설장,경기도 김포시 양촌읍 양곡로 537,경기도 김포시 양촌읍 양곡리 414-3,76,온누리상품권,N,031-980-2769,2020-09-10
양곡오라니장터시장,상설장,경기도 김포시 양촌읍 양곡1로56번길 13,경기도 김포시 양촌읍 양곡리 423,77,온누리상품권,N,031-980-2769,2020-09-10
금촌전통시장,상설장,경기도 파주시 금정24길 18-6(금촌동),경기도 파주시 금촌동 64-19,96,온누리상품권,Y,031-946-0013,2019-02-26
문산자유시장,상설장,경기도 파주시 문산읍 문향로 57,경기도 파주시 문산읍 문산리 10-23,145,온누리상품권,Y,031-952-3233,2019-02-26
광탄시장,상설장,경기도 파주시 광탄면 혜음로 1120번길 22,경기도 파주시 광탄면 신산리 221-8,169,온누리상품권,Y,,2019-02-26
적성전통시장,상설장,경기도 파주시 적성면 칠중2길 19,경기도 파주시 적성면 구읍리 649-14,82,온누리상품권,N,031-958-8662,2019-02-26
금촌문화로시장,상설장,경기도 파주시 문화로 94(금촌동),경기도 파주시 금촌동 55-4,133,온누리상품권,Y,031-942-5656,2019-02-26
금촌명동로시장,상설장,경기도 파주시 명동길 56(금촌동),경기도 파주시 금촌동 321-19,62,온누리상품권,Y,031-942-5656,2019-02-26
봉일천시장,상설장,경기도 파주시 조리읍 봉천로 37-13,경기도 파주시 봉일천리 166-19,131,온누리상품권,Y,,2019-02-26
속초중앙전통시장,상설장,강원도 속초시 수복로 191 (금호동),강원도 속초시 금호동 488-408,350,온누리상품권,Y,033-635-8433,2020-05-29
속초종합중앙시장,상설장,강원도 속초시 중앙로147번길 16 (중앙동),강원도 속초시 중앙동 471-4,400,온누리상품권,Y,033-633-3501,2020-05-29
다인,5일장,경상북도 의성군 다인면 다인장길 21-4,경상북도 의성군 다인면 서릉리 167-1,31,,N,054-830-6233,2020-06-30
신평,5일장,경상북도 의성군 신평면 봉호로 2400-7,경상북도 의성군 신평면 교안리 312-6,7,,N,054-830-6233,2020-06-30
안평,5일장,,경상북도 의성군 안평면 박곡리 952-3,5,,N,054-830-6233,2020-06-30
염매,상설장,경상북도 의성군 의성읍 염매시장길 11,경상북도 의성군 의성읍 후죽리 628-10,36,온누리상품권,Y,054-830-6233,2020-06-30
김포중앙시장,상설장,경기도 김포시 북변중로 55,경기도 김포시 북변동 382-11,124,온누리상품권,N,031-980-2769,2020-09-10
흥덕전통시장,5일장,전라북도 고창군 흥덕면 흥덕시장길 3,전라북도 고창군 흥덕면 흥덕리239-1,10,온누리 상품권,Y,,2020-11-05
해리전통시장,5일장,전라북도 고창군 해리면 남시길 5,전라북도 고창군 해리면 하련리 170,30,온누리 상품권,N,,2020-11-05
대산전통시장,5일장,전라북도 고창군 대산면 공음대산로 935,전라북도 고창군 대산면 매산리 200-13,22,온누리 상품권,Y,,2020-11-05
상하전통시장,5일장,전라북도 고창군 상하면 명동1길 3,전라북도 고창군 상하면 하장리936-4,22,온누리 상품권,Y,,2020-11-05
신철원전통시장,5일장,강원도 철원군 갈말읍 삼부연로18번길 16-2,강원도 철원군 갈말읍 신철원리 697,51,온누리상품권,Y,033-452-2255,2020-11-23
와수전통시장,5일장,강원도 철원군 서면 와수로 184번길 6-3,강원도 철원군 서면 와수리 1171-21,54,온누리상품권,Y,033-458-9688,2020-11-23
동송전통시장,5일장,강원도 철원군 동송읍 이평로47번길 17,강원도 철원군 동송읍 이평리 678-48,175,온누리상품권,Y,033-455-6262,2020-11-23
동송전통시장,5일장,강원도 철원군 동송읍 이평로47번길 16,강원도 철원군 동송읍 이평리 680-1,33,온누리상품권,Y,033-455-2230,2020-11-23
고창전통시장,상설장+5일장,전라북도 고창군 고창읍 동리로 62-11,전라북도 고창군 고창읍 읍내리 367,72,온누리 상품권,Y,063-564-3097,2020-11-05
무장전통시장,5일장,전라북도 고창군 무장면 왕제산로 725,전라북도 고창군 무장면 무장리 85-1,29,온누리 상품권,Y,,2020-11-05
의성,5일장,경상북도 의성군 의성읍 전통시장2길 11-9,경상북도 의성군 의성읍 도동리 966,117,온누리상품권,Y,054-830-6233,2020-06-30
단촌,5일장,경상북도 의성군 단촌면 장터길 15,경상북도 의성군 단촌면 하화리 1097-9,4,,N,054-830-6233,2020-06-30
옥산,5일장,,경상북도 의성군 옥산면 입암리 1105-85,5,,N,054-830-6233,2020-06-30
금성,5일장,경상북도 의성군 금성면 탑리1길 39,경상북도 의성군 금성면 산운리 644-2,52,온누리상품권,Y,054-830-6233,2020-06-30
봉양,5일장,경상북도 의성군 봉양면 도리원 6길 4,경상북도 의성군 봉양면 화전리 95-4,37,온누리상품권,N,054-830-6233,2020-06-30
안계,5일장,경상북도 의성군 안계면 안계시장길 14-11,경상북도 의성군 안계면 용기리 467-1,100,온누리상품권,Y,054-830-6233,2020-06-30
삼구시장,상설장,서울특별시 영등포구 영등포로 219,서울특별시 영등포구 영등포동5가 20-99,59,,N,02-2634-0536,2022-07-06
영신상가,상설장,서울특별시 영등포구 영등포로 225,서울특별시 영등포구 영등포동5가 18-99,99,,N,02-2634-0602,2022-07-06
영일시장,상설장,서울특별시 영등포구 문래로30길 27,서울특별시 영등포구 문래동3가 10,120,,Y,02-2679-6832,2022-07-06
영진시장(A동),상설장,서울특별시 영등포구 신풍로 87,서울특별시 영등포구 신길동 2365,57,,N,,2022-07-06
만리시장,상설장,서울특별시 용산구 효창원로 270,서울특별시 용산구 서계동 260-1,33,,N,,2022-07-06
보광시장,상설장,서울특별시 용산구 보광로 30,서울특별시 용산구 보광동 260-8,27,,Y,,2022-07-06
신흥시장,상설장,서울특별시 용산구 신흥로 95-9,서울특별시 용산구 용산동2가 1-480,65,,N,02-754-7389,2022-07-06
용산용문시장,상설장,서울특별시 용산구 효창원로40길 13,서울특별시 용산구 용문동 41-44,155,,Y,02-3275-0883,2022-07-06
이촌종합시장,상설장,서울특별시 용산구 이촌로75길 16-9,서울특별시 용산구 이촌동 301-154,100,,Y,02-795-5846,2022-07-06
이태원시장,상설장,서울특별시 용산구 이태원로14길 6,서울특별시 용산구 이태원동 56-9,105,,N,,2022-07-06
후암시장,상설장,서울특별시 용산구 한강대로104길 77,서울특별시 용산구 후암동 103-9,48,,Y,02-754-5114,2022-07-06
대림골목시장,상설장,서울특별시 은평구 응암로12길 8,서울특별시 은평구 응암동 602-23,76,,N,02-6053-3545,2022-07-06
대림시장,상설장,서울특별시 은평구 응암로4길 20,서울특별시 은평구 응암동 754-1,65,,Y,02-302-1666,2022-07-06
대조시장,상설장,서울특별시 은평구 불광로 8,서울특별시 은평구 대조동 14-64,105,,Y,02-382-5599,2022-07-06
신응암시장,상설장,서울특별시 은평구 응암로22길 3-1,서울특별시 은평구 응암동 427-130,52,,Y,,2022-07-06
연서시장,상설장,서울특별시 은평구 연서로 247,서울특별시 은평구 불광동 488-13,91,,Y,02-355-1272,2022-07-06
제일시장,상설장,서울특별시 은평구 통일로 731,서울특별시 은평구 대조동 14-3,55,,N,02-352-1993,2022-07-06
증산종합시장,상설장,서울특별시 은평구 증산로3길 12,서울특별시 은평구 증산동 184-9,114,,Y,02-373-5990,2022-07-06
광장시장,상설장,서울특별시 종로구 창경궁로 88,서울특별시 종로구 종로4가 165-2,300,,Y,,2022-07-06
동대문종합시장,상설장,서울특별시 종로구 종로 266,서울특별시 종로구 종로6가 298-2,4300,,Y,,2022-07-06
동대문종합시장D동상가,상설장,서울특별시 종로구 종로 266,서울특별시 종로구 종로6가 298-2,1050,,N,02-2279-8751,2022-07-06
동문시장㈜,상설장,서울특별시 종로구 종로44길 14,서울특별시 종로구 창신동 447-17,320,,N,02-764-4766,2022-07-06
신설종합시장,상설장,서울특별시 종로구 난계로27길 51,서울특별시 종로구 숭인동 206-9,156,,N,,2022-07-06
종로신진시장,상설장,서울특별시 종로구 종로38길 16,서울특별시 종로구 종로5가 225-21,104,,N,02-2272-6001,2022-07-06
통인시장,상설장,서울특별시 종로구 자하문로15길 18,서울특별시 종로구 통인동 10-3,85,,N,02-722-0911,2022-07-06
한일상가,상설장,서울특별시 종로구 청계천로 229,서울특별시 종로구 종로5가 314-7,228,,Y,02-2266-3242,2022-07-06
동대문종합시장 신관(동대문쇼핑타운),상설장,서울특별시 종로구 종로 272,서울특별시 종로구 종로6가 289-57,400,,Y,,2022-07-06
남부종합시장,상설장,서울특별시 서초구 방배중앙로27길 17,서울특별시 서초구 방배동 767-1,134,,Y,02-599-6735,2022-07-06
양재시장,상설장,서울특별시 서초구 남부순환로356길 15,서울특별시 서초구 양재동 8-1,31,,N,,2022-07-06
금남시장,상설장,서울특별시 성동구 금호산2길 32,서울특별시 성동구 금호동3가 308,104,,Y,02-2252-5302,2022-07-06
뚝도시장,상설장,서울특별시 성동구 성수이로 32-15,서울특별시 성동구 성수동2가 335-16,133,,Y,02-464-4426,2022-07-06
마장축산물시장,상설장,서울특별시 성동구 마장로35길 68,서울특별시 성동구 마장동 439-1,1900,,Y,02-2281-4446,2022-07-06
용답상가시장,상설장,서울특별시 성동구 용답중앙길 59,서울특별시 성동구 용답동 57-17,175,,Y,02-2214-4326,2022-07-06
길음시장,상설장,서울특별시 성북구 동소문로 227,서울특별시 성북구 길음동 535-8,138,,Y,02-909-0926,2022-07-06
돈암시장,상설장,서울특별시 성북구 동소문로18길 12-3,서울특별시 성북구 동소문동5가 59-1,106,,N,02-926-5133,2022-07-06
돌곶이시장(구 석관황금시장),상설장,서울특별시 성북구 한천로73길 33,서울특별시 성북구 석관동 279-16,92,,N,070-8952-5598,2022-07-06
장위전통시장,상설장,서울특별시 성북구 장월로12길 41-1,서울특별시 성북구 장위동 68-225,64,,Y,070-7799-9129,2022-07-06
정릉시장,상설장,서울특별시 성북구 보국문로11길 6,서울특별시 성북구 정릉동 400-8,120,,Y,070-4126-0098,2022-07-06
정릉아리랑시장,상설장,서울특별시 성북구 정릉로26가길 36,서울특별시 성북구 정릉동 443-1,54,,N,02-911-2931,2022-07-06
마천시장,상설장,서울특별시 송파구 마천로45길 23,서울특별시 송파구 마천동 140-3,69,,N,02-409-6500,2022-07-06
마천중앙시장,상설장,서울특별시 송파구 마천로51가길 23,서울특별시 송파구 마천동 146-7,139,,Y,02-448-2808,2022-07-06
방이시장,상설장,서울특별시 송파구 가락로 243,서울특별시 송파구 방이동 124-20,136,,Y,02-413-2100,2022-07-06
새마을시장,상설장,서울특별시 송파구 백제고분로15길 42,서울특별시 송파구 잠실동 207-4,107,,Y,02-413-5757,2022-07-06
석촌시장,상설장,서울특별시 송파구 송파대로37길 52,서울특별시 송파구 석촌동 274-8,60,,Y,02-414-8784,2022-07-06
풍납시장,상설장,서울특별시 송파구 바람드리길 34,서울특별시 송파구 풍납동 142-1,160,,Y,02-472-2050,2022-07-06
경창시장,상설장,서울특별시 양천구 오목로9길 31,서울특별시 양천구 신월동 447-8,50,,Y,02-2606-5988,2022-07-06
목2동시장,상설장,서울특별시 양천구 목동중앙북로16길 3,서울특별시 양천구 목동 526,96,,N,,2022-07-06
목동깨비시장 (목3동시장),상설장,서울특별시 양천구 목동중앙북로6길 5,서울특별시 양천구 목동 617-13,105,,Y,02-2644-3238,2022-07-06
목사랑시장 (목4동시장),상설장,서울특별시 양천구 목동중앙남로7길 8,서울특별시 양천구 목동 726-18,85,,Y,02-2647-9191,2022-07-06
신월1동신영시장,상설장,서울특별시 양천구 월정로 161-5,서울특별시 양천구 신월동 114-18,127,,Y,02-2604-3319,2022-07-06
우성상가시장,상설장,서울특별시 양천구 지양로 78,서울특별시 양천구 신월동 928-1,9,,Y,02-2693-1241,2022-07-06
월정로시장,상설장,서울특별시 양천구 월정로29길 3,서울특별시 양천구 신월동 114-1,123,,N,,2022-07-06
대림중앙시장,상설장,서울특별시 영등포구 디지털로 372,서울특별시 영등포구 대림동 1028-4,91,,N,02-833-8113,2022-07-06
대신시장,상설장,서울특별시 영등포구 도신로60길 7,서울특별시 영등포구 신길동 116-17,202,,N,02-842-0003,2022-07-06
동남상가,상설장,서울특별시 영등포구 영등포로37길 4,서울특별시 영등포구 영등포동5가 24,73,,N,02-2635-4846,2022-07-06
청량리농수산물시장,상설장,서울특별시 동대문구 경동시장로 21,서울특별시 동대문구 제기동 899-18,121,,Y,02-963-3214,2022-07-06
청량리수산시장,상설장,서울특별시 동대문구 고산자로34길 48,서울특별시 동대문구 용두동 20-1,100,,N,02-967-4210,2022-07-06
청량리전통시장,상설장,서울특별시 동대문구 경동시장로8길 30,서울특별시 동대문구 제기동 632,103,,N,02-3295-4555,2022-07-06
청량리종합시장,상설장,서울특별시 동대문구 경동시장로 3-1,서울특별시 동대문구 제기동 998,135,,Y,02-962-7100,2022-07-06
청량리청과물시장,상설장,서울특별시 동대문구 경동시장로 7,서울특별시 동대문구 제기동 995,150,,Y,070-7722-1650,2022-07-06
청량종합도매시장(깡통시장),상설장,서울특별시 동대문구 경동시장로9가길 16,서울특별시 동대문구 제기동 846-38,56,,Y,02-962-5670,2022-07-06
회기시장,상설장,서울특별시 동대문구 회기로25길 11,서울특별시 동대문구 회기동 57-22,64,,Y,,2022-07-06
강남시장,상설장,서울특별시 동작구 상도로 357,서울특별시 동작구 상도동 488,30,,Y,02-813-6231,2022-07-06
남성시장,상설장,서울특별시 동작구 동작대로29길 8,서울특별시 동작구 사당동 88-3,153,,Y,02-536-3002,2022-07-06
남성역골목시장,상설장,서울특별시 동작구 사당로16가길 19,서울특별시 동작구 사당동 267-4,78,,Y,070-4015-8396,2022-07-06
본동인정시장,상설장,서울특별시 동작구 매봉로 177,서울특별시 동작구 본동 187-1,30,,N,,2022-07-06
사당시장,상설장,서울특별시 동작구 사당로 244,서울특별시 동작구 사당동 318-8,18,,Y,,2022-07-06
상도전통시장,상설장,서울특별시 동작구 상도로47길 8,서울특별시 동작구 상도동 464-33,73,,Y,02-824-3747,2022-07-06
성대시장,상설장,서울특별시 동작구 상도로 102,서울특별시 동작구 상도동 324-1,43,,Y,,2022-07-06
성대전통시장,상설장,서울특별시 동작구 국사봉1길 41,서울특별시 동작구 상도동 324-68,104,,Y,02-822-4456,2022-07-06
공덕시장,상설장,서울특별시 마포구 만리재로 19,서울특별시 마포구 공덕동 256-11,170,,N,02-719-5060,2022-07-06
동진시장,상설장,서울특별시 마포구 성미산로 198,서울특별시 마포구 연남동 227-15,19,,N,,2022-07-06
마포농수산물시장,상설장,서울특별시 마포구 월드컵로 235,서울특별시 마포구 성산동 538-4,121,,Y,02-309-0419,2022-07-06
마포시장,상설장,서울특별시 마포구 마포대로6길 16,서울특별시 마포구 공덕동 256-5,90,,N,02-719-5060,2022-07-06
망원동월드컵시장,상설장,서울특별시 마포구 망원로7길 31,서울특별시 마포구 망원동 424-7,50,,N,02-322-6656,2022-07-06
망원시장,상설장,서울특별시 마포구 망원로8길 7,서울특별시 마포구 망원동 486-37,79,,Y,02-335-3591,2022-07-06
서교시장,상설장,서울특별시 마포구 홍익로3길 20,서울특별시 마포구 서교동 357-1,63,,Y,02-323-7686,2022-07-06
아현시장,상설장,서울특별시 마포구 굴레방로7길 8,서울특별시 마포구 아현동 327-40,150,,N,02-364-3600,2022-07-06
영진시장,상설장,서울특별시 마포구 동교로12길 21,서울특별시 마포구 서교동 485-14,61,,Y,,2022-07-06
백련시장,상설장,서울특별시 서대문구 가재울로6길 53-87,서울특별시 서대문구 남가좌동 345-4,66,,Y,,2022-07-06
연희사러가,상설장,서울특별시 서대문구 연희맛로 23,서울특별시 서대문구 연희동 131-1,30,,Y,,2022-07-06
영천시장,상설장,서울특별시 서대문구 통일로 189-1,서울특별시 서대문구 영천동 323,135,,N,02-363-5350,2022-07-06
유진상가,상설장,서울특별시 서대문구 통일로 484,서울특별시 서대문구 홍제동 294-46,67,,Y,02-3217-9885,2022-07-06
인왕시장,상설장,서울특별시 서대문구 인왕시장길 24,서울특별시 서대문구 홍제동 298-7,158,,Y,,2022-07-06
신성종합시장(건물형),상설장,서울특별시 광진구 용마산로 50,서울특별시 광진구 중곡동 79-7,26,,N,,2022-07-06
영동교골목시장,상설장,서울특별시 광진구 동일로10길 47,서울특별시 광진구 자양동 40-38,57,,Y,,2022-07-06
자양전통시장,상설장,서울특별시 광진구 뚝섬로47길 45-2,서울특별시 광진구 자양동 613-11,136,,Y,02-458-1624,2022-07-06
중곡제일전통시장(중곡제일시장),상설장,서울특별시 광진구 긴고랑로11길 14,서울특별시 광진구 중곡동 221-6,137,,Y,,2022-07-06
화양제일골목시장,상설장,서울특별시 광진구 아차산로29길 59,서울특별시 광진구 화양동 34-72,63,,Y,,2022-07-06
가리봉시장,상설장,서울특별시 구로구 우마3길 15,서울특별시 구로구 가리봉동 123-62,66,,N,02-830-4240,2022-07-06
개봉중앙시장,상설장,서울특별시 구로구 개봉로17길 34,서울특별시 구로구 개봉동 324-13,21,,N,,2022-07-06
개봉프라자,상설장,서울특별시 구로구 고척로40길 19,서울특별시 구로구 고척동 269-1,98,,Y,02-2619-8068,2022-07-06
고척근린시장,상설장,서울특별시 구로구 고척로40길 19,서울특별시 구로구 고척동 269-1,69,,Y,02-2060-7504,2022-07-06
구로시장,상설장,서울특별시 구로구 구로동로22길 17-4,서울특별시 구로구 구로동 734-17,159,,N,02-868-1452,2022-07-06
남구로시장,상설장,서울특별시 구로구 구로동로26길 41,서울특별시 구로구 구로동 730-52,184,,Y,02-855-8509,2022-07-06
남문시장,상설장,서울특별시 금천구 시흥대로144길 17,서울특별시 금천구 독산동 984-10,108,,Y,02-868-9727,2022-07-06
은행나무시장,상설장,서울특별시 금천구 금하로25길 9,서울특별시 금천구 시흥동 828-45,62,,Y,02-802-5514,2022-07-06
비단길현대시장,상설장,서울특별시 금천구 독산로27길 52,서울특별시 금천구 시흥동 848-31,228,,Y,02-802-7720,2022-07-06
공릉동도깨비시장,상설장,서울특별시 노원구 동일로180길 37,서울특별시 노원구 공릉동 566-20,106,,Y,02-976-4143,2022-07-06
방학동도깨비시장,상설장,서울특별시 도봉구 도당로13가길 17,서울특별시 도봉구 방학동 633-15,88,,Y,02-954-1225,2022-07-06
백운시장,상설장,서울특별시 도봉구 삼양로154길 30,서울특별시 도봉구 쌍문동 495-80,54,,N,02-991-0678,2022-07-06
쌍문시장,상설장,서울특별시 도봉구 도봉로113길 20,서울특별시 도봉구 쌍문동 94-29,96,,N,,2022-07-06
창동골목시장,상설장,서울특별시 도봉구 덕릉로58길 16,서울특별시 도봉구 창동 557-45,62,,N,02-900-4900,2022-07-06
창동신창시장,상설장,서울특별시 도봉구 덕릉로57길 17,서울특별시 도봉구 창동 578-47,77,,Y,02-990-0040,2022-07-06
경동광성상가,상설장,서울특별시 동대문구 고산자로 464,서울특별시 동대문구 제기동 917,102,,N,02-965-1601,2022-07-06
경동시장,상설장,서울특별시 동대문구 왕산로 147,서울특별시 동대문구 제기동 1018,678,,Y,02-969-7218,2022-07-06
답십리시장,상설장,서울특별시 동대문구 답십리로51길 3-10,서울특별시 동대문구 답십리동 66-39,56,,N,02-2216-9888,2022-07-06
답십리현대시장,상설장,서울특별시 동대문구 전농로4길 38,서울특별시 동대문구 답십리동 967-5,101,,Y,070-7788-4435,2022-07-06
동부시장,상설장,서울특별시 동대문구 천호대로 281,서울특별시 동대문구 답십리동 495-3,30,,Y,,2022-07-06
동서시장,상설장,서울특별시 동대문구 왕산로33길 13,서울특별시 동대문구 제기동 650,43,,Y,,2022-07-06
서울약령시장,상설장,서울특별시 동대문구 약령중앙로 26,서울특별시 동대문구 제기동 1097-6,1007,,Y,02-969-4793,2022-07-06
전농로터리시장,상설장,서울특별시 동대문구 전농로15길 7,서울특별시 동대문구 전농동 295-52,85,,N,02-2217-1231,2022-07-06
우이시장,상설장,서울특별시 강북구 노해로23길 68,서울특별시 강북구 수유동 270-208,31,,N,,2022-07-06
장미원골목시장,상설장,서울특별시 강북구 삼양로 464,서울특별시 강북구 수유동 316-11,108,,N,02-900-1256,2022-07-06
까치산시장,상설장,서울특별시 강서구 강서로12길 14,서울특별시 강서구 화곡동 342-94,138,,Y,02-2606-4500,2022-07-06
남부골목시장,상설장,서울특별시 강서구 곰달래로55길 4,서울특별시 강서구 화곡동 797-7,153,,Y,02-2646-5636,2022-07-06
남부화곡시장,상설장,서울특별시 강서구 등촌로5길 80,서울특별시 강서구 화곡동 830-1,20,,Y,,2022-07-06
대원종합시장,상설장,서울특별시 강서구 화곡로21길 78,서울특별시 강서구 화곡동 1023,40,,Y,,2022-07-06
등마루시장,상설장,서울특별시 강서구 화곡로68길 120,서울특별시 강서구 등촌동 637-10,60,,Y,,2022-07-06
방신전통시장,상설장,서울특별시 강서구 방화동로16길 32,서울특별시 강서구 방화동 579-5,94,,Y,02-2666-4080,2022-07-06
신월중앙시장,상설장,서울특별시 강서구 강서로5나길 109,서울특별시 강서구 화곡동 929-1,30,,Y,,2022-07-06
화곡본동시장,상설장,서울특별시 강서구 까치산로 35,서울특별시 강서구 화곡동 98-45,50,,N,02-2698-0779,2022-07-06
화곡중앙골목시장,상설장,서울특별시 강서구 월정로30길 66,서울특별시 강서구 화곡동 362-144,58,,Y,02-2065-7212,2022-07-06
관악신사시장,상설장,서울특별시 관악구 관천로19길 89,서울특별시 관악구 신림동 494-34,104,,Y,02-855-1994,2022-07-06
봉일시장,상설장,서울특별시 관악구 은천로 28,서울특별시 관악구 봉천동 951-25,24,,Y,,2022-07-06
봉천제일종합시장,상설장,서울특별시 관악구 청룡2길 29,서울특별시 관악구 봉천동 921-1,30,,Y,,2022-07-06
봉천중앙시장,상설장,서울특별시 관악구 관악로 211,서울특별시 관악구 봉천동 32-2,30,,Y,,2022-07-06
봉천현대시장,상설장,서울특별시 관악구 양녕로 49,서울특별시 관악구 봉천동 738-150,32,,Y,02-882-0492,2022-07-06
신림종합시장,상설장,서울특별시 관악구 남부순환로157길 63,서울특별시 관악구 신림동 505-1,26,,N,,2022-07-06
신림중앙시장,상설장,서울특별시 관악구 조원로16길 27,서울특별시 관악구 신림동 541,292,,Y,02-853-7471,2022-07-06
신림현대종합상가,상설장,서울특별시 관악구 신림로29길 3-20,서울특별시 관악구 신림동 1694,89,,Y,02-875-4272,2022-07-06
신신림시장,상설장,서울특별시 관악구 원신2길 34,서울특별시 관악구 신림동 808-496,40,,N,,2022-07-06
신원시장,상설장,서울특별시 관악구 신원로3길 20-3,서울특별시 관악구 신림동 1599-3,121,,Y,02-854-5457,2022-07-06
우림시장,상설장,서울특별시 관악구 난곡로26길 19,서울특별시 관악구 신림동 638-50,95,,Y,,2022-07-06
인헌시장,상설장,서울특별시 관악구 남부순환로246나길 14,서울특별시 관악구 봉천동 1636-4,50,,Y,02-877-2665,2022-07-06
펭귄시장,상설장,서울특별시 관악구 조원로16길 27,서울특별시 관악구 신림동 541,80,,N,,2022-07-06
광성시장,상설장,서울특별시 광진구 능동로47길 30,서울특별시 광진구 중곡동 229-15,132,,Y,,2022-07-06
노룬산골목시장(인정시장),상설장,서울특별시 광진구 자양로 44-6,서울특별시 광진구 자양동 681-37,30,,Y,070-8961-3651,2022-07-06
노룬산시장(건물형),상설장,서울특별시 광진구 뚝섬로 491,서울특별시 광진구 자양동 44-2,58,,Y,,2022-07-06
능동로골목시장,상설장,서울특별시 광진구 뚝섬로30길 23,서울특별시 광진구 자양동 553-219,87,,N,02-463-3677,2022-07-06
강남시장,상설장,서울특별시 강남구 압구정로2길 46,서울특별시 강남구 신사동 510-11,70,,Y,,2022-07-06
신사상가,상설장,서울특별시 강남구 압구정로29길 72-1,서울특별시 강남구 압구정동 454,90,,N,,2022-07-06
영동전통시장,상설장,서울특별시 강남구 강남대로128길 20,서울특별시 강남구 논현동 140-2,110,,Y,,2022-07-06
청담삼익시장,상설장,서울특별시 강남구 학동로101길 26,서울특별시 강남구 청담동 134-20,183,,Y,,2022-07-06
고분다리전통시장,상설장,서울특별시 강동구 구천면로34길 13,서울특별시 강동구 천호동 393-32,106,,Y,02-6227-0045,2022-07-06
길동복조리시장,상설장,서울특별시 강동구 천호대로193길 37,서울특별시 강동구 길동 400,166,,Y,070-4896-2544,2022-07-06
